7, 8, 14, 4, 29, 3, 38, 4
0, 41, 66, 64, 111, 111, 171, 173
0, 31, 43, 46, 89, 87, 119, 117
0, 45, 54, 58, 101, 100, 136, 124
0, 24, 26, 26, 49, 49, 82, 77
0, 53, 58, 60, 108, 112, 143, 141
0, 52, 59, 59, 122, 116, 150, 148
0, 70, 101, 99, 174, 174, 285, 257
0, 35, 45, 47, 77, 75, 105, 103
0, 80, 114, 106, 201, 197, 288, 290
0, 45, 62, 60, 113, 113, 169, 167
0, 44, 50, 52, 105, 105, 149, 145
0, 49, 55, 55, 102, 100, 148, 140
0, 24, 26, 28, 53, 56, 82, 78
0, 47, 66, 64, 119, 121, 191, 177
0, 56, 55, 55, 113, 113, 191, 185
0, 31, 29, 31, 53, 53, 73, 69
0, 96, 114, 114, 219, 217, 299, 307
0, 33, 38, 36, 72, 74, 119, 113
0, 110, 138, 138, 243, 245, 367, 367
0, 28, 34, 32, 51, 55, 79, 81
0, 97, 123, 125, 209, 201, 347, 342
0, 68, 89, 89, 158, 158, 249, 235
0, 41, 63, 59, 94, 94, 135, 137
0, 79, 94, 92, 189, 177, 281, 279
0, 55, 76, 73, 124, 122, 192, 188
