0.000, 0.000, -114.163, 19.583, 0.000, 0.000, -108.000, 383.490, 0.000, 3.822, 0.000, 0.000, 0.000, 14.000
0.000, 0.000, -110.190, 13.416, 0.000, 0.000, -106.000, 179.981, 0.000, 3.781, 0.000, 0.000, 0.000, 19.000
0.596, 0.000, -111.577, 15.227, 0.596, 0.000, -107.000, 231.855, 0.000, 3.937, 0.000, 0.000, 0.000, 35.000
0.572, 0.000, -110.120, 12.199, 0.572, 0.000, -107.000, 148.818, 0.000, 3.767, 0.000, 0.000, 0.000, 32.000
0.000, 0.000, -111.412, 12.693, 0.000, 0.000, -110.000, 161.104, 0.000, 3.774, 0.000, 0.000, 0.000, 18.000
0.000, 0.000, -111.607, 15.497, 0.000, 0.000, -107.000, 240.147, 0.000, 3.872, 0.000, 0.000, 0.000, 24.000
0.000, 0.000, -111.082, 11.125, 0.000, 0.000, -109.500, 123.775, 0.000, 3.576, 0.000, 0.000, 0.000, 11.000
0.000, 0.000, -111.131, 16.369, 0.000, 0.000, -107.000, 267.947, 0.000, 3.920, 0.000, 0.000, 0.000, 23.000
0.646, 0.050, -111.710, 15.085, 0.634, 0.002, -108.000, 227.543, 1.099, 3.930, 0.000, 2.000, 0.000, 59.000
0.000, 0.000, -111.205, 17.921, 0.000, 0.000, -105.000, 321.153, 0.000, 3.945, 0.000, 0.000, 0.000, 13.000
0.000, 0.000, -109.605, 14.560, 0.000, 0.000, -104.500, 211.984, 0.000, 3.858, 0.000, 0.000, 0.000, 25.000
0.000, 0.000, -111.930, 19.574, 0.000, 0.000, -104.000, 383.122, 0.000, 3.987, 0.000, 0.000, 0.000, 19.000
0.000, 0.000, -109.960, 16.204, 0.000, 0.000, -107.000, 262.556, 0.000, 4.013, 0.000, 0.000, 0.000, 28.000
0.603, 0.088, -111.952, 20.270, 0.558, 0.008, -106.000, 410.876, 1.946, 4.157, 0.000, 3.000, 0.000, 97.000
0.000, 0.000, -111.518, 20.498, 0.000, 0.000, -105.000, 420.173, 0.000, 4.047, 0.000, 0.000, 0.000, 12.000
0.500, 0.000, -112.663, 19.804, 0.500, 0.000, -106.000, 392.190, 0.000, 3.976, 0.000, 0.000, 0.000, 23.000
