Time;Pleth;II
'00:57:39.900';-182;33.54
'00:57:40.000';-173;28.22
'00:57:40.000';-161;20.42
'00:57:40.000';-151;12.94
'00:57:40.000';-141;3.91
'00:57:40.000';-135;-1.99
'00:57:40.000';-131;5.06
'00:57:40.100';-128;13.9
'00:57:40.100';-126;20.45
'00:57:40.100';-122;19.65
'00:57:40.100';-119;16.29
'00:57:40.100';-115;9.87
'00:57:40.200';-110;0.15
'00:57:40.200';-107;-10.7
'00:57:40.200';-104;-15.28
'00:57:40.200';-102;75.94
'00:57:40.200';-99;141.23
'00:57:40.300';-98;5.28
'00:57:40.300';-96;-58.59
'00:57:40.300';-94;-86.23
'00:57:40.300';-91;-78.2
'00:57:40.300';-89;-74.4
'00:57:40.300';-89;-69.21
'00:57:40.400';-86;-59.02
'00:57:40.400';-85;-40.29
'00:57:40.400';-86;-25.84
'00:57:40.500';-95;-8.86
'00:57:40.500';-112;13.57
'00:57:40.500';-129;31.07
'00:57:40.500';-145;38.16
'00:57:40.500';-159;35.72
'00:57:40.500';-169;30.4
'00:57:40.600';-178;21.76
'00:57:40.600';-179;57.05
'00:57:40.600';-174;195.32
'00:57:40.600';-165;34.02
'00:57:40.700';-154;8.5
'00:57:40.700';-143;-43.99
'00:57:40.700';-135;-62.01
'00:57:40.700';-129;-67.82
'00:57:40.700';-124;-66.79
'00:57:40.700';-119;-60.46
'00:57:40.800';-115;-48.53
'00:57:40.800';-112;-33.08
'00:57:40.800';-112;-11.11
'00:57:40.800';-110;9.76
'00:57:40.800';-114;27.67
'00:57:40.900';-122;35.79
'00:57:40.900';-129;30.48
'00:57:40.900';-134;28.1
'00:57:40.900';-137;27.18
'00:57:40.900';-136;44.36
'00:57:41.000';-129;164.66
'00:57:41.000';-121;19.43
'00:57:41.000';-110;-27
'00:57:41.000';-103;-74.49
'00:57:41.000';-97;-80.01
'00:57:41.100';-93;-75.34
'00:57:41.100';-92;-64.92
'00:57:41.100';-92;-47.32
'00:57:41.100';-91;-30.22
'00:57:41.100';-91;-15.92
'00:57:41.200';-90;-2.35
'00:57:41.200';-89;11.3
'00:57:41.200';-88;21.16
'00:57:41.200';-91;26.67
'00:57:41.200';-95;25.23
'00:57:41.300';-100;22.29
'00:57:41.300';-101;20.11
'00:57:41.300';-98;25.86
'00:57:41.300';-91;28.87
'00:57:41.400';-85;28.05
'00:57:41.400';-82;23.56
'00:57:41.400';-80;17.56
'00:57:41.400';-79;7.58
'00:57:41.400';-79;-4.19
'00:57:41.400';-78;-7.27
'00:57:41.500';-78;48.33
'00:57:41.500';-81;150.16
'00:57:41.500';-81;-14.12
'00:57:41.500';-84;-60.34
'00:57:41.500';-84;-82.09
'00:57:41.600';-84;-78.27
'00:57:41.600';-84;-73.34
'00:57:41.600';-83;-66.59
'00:57:41.700';-83;-58.69
'00:57:41.700';-81;-50.87
'00:57:41.700';-84;-33.7
'00:57:41.700';-93;-14.41
'00:57:41.700';-110;4.71
'00:57:41.700';-129;18.7
'00:57:41.800';-146;22.3
'00:57:41.800';-161;18.07
'00:57:41.800';-173;13.69
'00:57:41.800';-179;15.76
'00:57:41.800';-179;23.18
'00:57:41.800';-174;27.36
'00:57:41.800';-163;22.31
'00:57:41.900';-151;16.67
'00:57:41.900';-143;9.12
'00:57:41.900';-137;1.22
'00:57:42.000';-133;-4.08
'00:57:42.000';-129;-2.99
'00:57:42.000';-126;7.87
'00:57:42.000';-124;11.52
'00:57:42.000';-120;9.8
'00:57:42.000';-116;44.15
'00:57:42.000';-112;156.66
'00:57:42.100';-106;-19.38
'00:57:42.100';-103;-57.92
'00:57:42.100';-103;-86.13
'00:57:42.100';-101;-58.56
'00:57:42.200';-97;-40.19
'00:57:42.200';-94;-40.05
'00:57:42.200';-92;-38.76
'00:57:42.200';-90;-40.63
'00:57:42.300';-90;-41.11
'00:57:42.300';-94;-36.79
'00:57:42.300';-107;-14.73
'00:57:42.300';-125;27.79
'00:57:42.300';-143;49.62
'00:57:42.300';-159;46.15
'00:57:42.400';-171;35.08
'00:57:42.400';-179;20.78
'00:57:42.400';-179;9.5
'00:57:42.400';-177;11.75
'00:57:42.500';-167;14.65
'00:57:42.500';-156;24.27
'00:57:42.500';-145;148.05
'00:57:42.500';-136;67.24
'00:57:42.500';-128;7.62
'00:57:42.500';-122;-73.22
'00:57:42.600';-116;-85.62
'00:57:42.600';-112;-79.74
'00:57:42.600';-110;-68.7
'00:57:42.600';-108;-57.02
'00:57:42.600';-106;-44.17
'00:57:42.700';-101;-30.89
'00:57:42.700';-98;-18.99
'00:57:42.700';-102;-3.4
'00:57:42.700';-111;16.15
'00:57:42.800';-127;32.73
'00:57:42.800';-140;39.96
'00:57:42.800';-152;38.22
'00:57:42.800';-157;32.07
'00:57:42.800';-157;25.89
'00:57:42.900';-151;26.48
'00:57:42.900';-139;25.93
'00:57:42.900';-125;24.16
'00:57:42.900';-113;56.98
'00:57:42.900';-108;188.51
'00:57:43.000';-104;15.42
'00:57:43.000';-102;-49.44
'00:57:43.000';-100;-92.24
'00:57:43.000';-96;-81.15
'00:57:43.000';-93;-70.48
'00:57:43.000';-90;-63.21
'00:57:43.000';-88;-52.71
'00:57:43.100';-88;-38.65
'00:57:43.100';-87;-25.49
'00:57:43.100';-90;-9.87
'00:57:43.100';-97;10.05
'00:57:43.200';-110;28.23
'00:57:43.200';-126;39.55
'00:57:43.200';-140;39.19
'00:57:43.200';-149;35.05
'00:57:43.200';-153;27.36
'00:57:43.300';-150;18.37
'00:57:43.300';-142;40.63
'00:57:43.300';-131;172.28
'00:57:43.300';-119;18.09
'00:57:43.400';-111;-20.63
'00:57:43.400';-106;-69.79
'00:57:43.400';-101;-65.71
'00:57:43.400';-97;-62.53
'00:57:43.400';-94;-60.88
'00:57:43.400';-91;-57.83
'00:57:43.500';-90;-50.13
'00:57:43.500';-89;-38.15
'00:57:43.500';-88;-18.38
'00:57:43.500';-89;7.93
'00:57:43.600';-97;26.47
'00:57:43.600';-109;39.16
'00:57:43.600';-122;43.72
'00:57:43.600';-131;38.58
'00:57:43.700';-132;31.14
'00:57:43.700';-130;23.83
'00:57:43.700';-120;21.11
'00:57:43.700';-108;20.61
'00:57:43.700';-100;19.06
'00:57:43.700';-94;18.71
'00:57:43.700';-91;19.05
'00:57:43.800';-90;36.87
'00:57:43.800';-88;159.21
'00:57:43.800';-86;-3.4
'00:57:43.800';-86;-55.94
'00:57:43.900';-85;-93.02
'00:57:43.900';-83;-83.98
'00:57:43.900';-83;-72.6
'00:57:43.900';-81;-61.35
'00:57:43.900';-80;-51.55
'00:57:44.000';-77;-45.03
'00:57:44.000';-76;-36.62
'00:57:44.000';-81;-24.01
'00:57:44.000';-95;9.72
'00:57:44.000';-112;43.58
'00:57:44.100';-133;51.18
'00:57:44.100';-152;47.41
'00:57:44.100';-165;38.26
'00:57:44.100';-173;26.99
'00:57:44.100';-175;20.05
'00:57:44.200';-169;18.31
'00:57:44.200';-157;21.59
'00:57:44.200';-144;30.8
'00:57:44.200';-133;141.81
'00:57:44.200';-124;87.64
'00:57:44.300';-118;7.62
'00:57:44.300';-114;-70.22
'00:57:44.300';-110;-82.58
'00:57:44.300';-106;-69.25
'00:57:44.300';-105;-55.72
'00:57:44.300';-104;-40.52
'00:57:44.400';-101;-21.63
'00:57:44.400';-98;-6.77
'00:57:44.400';-95;4.08
'00:57:44.400';-96;12.34
'00:57:44.500';-103;21.05
'00:57:44.500';-117;27.56
'00:57:44.500';-130;30.58
'00:57:44.500';-140;28.93
'00:57:44.500';-147;28.96
'00:57:44.600';-145;30.92
'00:57:44.600';-139;31.59
'00:57:44.600';-129;31.43
'00:57:44.600';-116;25.83
'00:57:44.600';-105;20.62
'00:57:44.700';-97;10.51
'00:57:44.700';-93;1.2
'00:57:44.700';-91;-11.62
'00:57:44.700';-90;-10.56
'00:57:44.700';-89;-1.25
'00:57:44.800';-90;6.39
'00:57:44.800';-88;31.95
'00:57:44.800';-87;177.48
'00:57:44.800';-86;6.19
'00:57:44.800';-83;-49.9
'00:57:44.900';-81;-105.52
'00:57:44.900';-80;-103.34
'00:57:44.900';-79;-92.24
'00:57:44.900';-77;-69.78
'00:57:44.900';-77;-49.19
'00:57:44.900';-76;-40.21
'00:57:45.000';-76;-35.73
'00:57:45.000';-81;-26.58
'00:57:45.000';-96;-9.16
'00:57:45.000';-118;13.34
'00:57:45.100';-139;34.75
'00:57:45.100';-158;42.36
'00:57:45.100';-173;36.14
'00:57:45.100';-182;31.66
'00:57:45.100';-184;24.34
'00:57:45.100';-181;21.39
'00:57:45.200';-172;20.75
'00:57:45.200';-160;20.15
'00:57:45.200';-150;17.23
'00:57:45.200';-138;11.65
'00:57:45.200';-131;87.76
'00:57:45.200';-124;99.54
'00:57:45.300';-118;24.35
'00:57:45.300';-112;-55.28
'00:57:45.300';-108;-87.38
'00:57:45.400';-105;-81.44
'00:57:45.400';-104;-75.36
'00:57:45.400';-100;-69.18
'00:57:45.400';-97;-65.86
'00:57:45.400';-93;-58.02
'00:57:45.500';-90;-46.35
'00:57:45.500';-91;-26.51
'00:57:45.500';-98;3.52
'00:57:45.500';-109;27.55
'00:57:45.500';-122;32.46
'00:57:45.500';-135;29.42
'00:57:45.600';-144;23.22
'00:57:45.600';-146;21.55
'00:57:45.600';-145;18.47
'00:57:45.600';-138;17.02
'00:57:45.600';-126;32.84
'00:57:45.600';-115;166.92
'00:57:45.700';-107;19.48
'00:57:45.700';-102;-38.31
'00:57:45.700';-98;-72.86
'00:57:45.800';-98;-75.41
'00:57:45.800';-96;-73.65
'00:57:45.800';-94;-69.7
'00:57:45.800';-91;-65.82
'00:57:45.800';-92;-57.27
'00:57:45.900';-92;-42.94
'00:57:45.900';-94;-16.31
'00:57:45.900';-98;15.46
'00:57:45.900';-108;43.02
'00:57:45.900';-119;55.49
'00:57:45.900';-129;49.13
'00:57:46.000';-137;40.57
'00:57:46.000';-138;27.31
'00:57:46.000';-135;21.85
'00:57:46.000';-127;27.94
'00:57:46.100';-118;33.87
'00:57:46.100';-110;37.12
'00:57:46.100';-108;38.91
'00:57:46.100';-105;35.82
'00:57:46.100';-103;28.9
'00:57:46.200';-101;131.77
'00:57:46.200';-99;91.71
'00:57:46.200';-97;12.99
'00:57:46.200';-93;-67.72
'00:57:46.200';-91;-81.47
'00:57:46.300';-89;-70.72
'00:57:46.300';-86;-63.23
'00:57:46.300';-86;-59.61
'00:57:46.300';-85;-54.94
'00:57:46.300';-84;-51.56
'00:57:46.300';-85;-47.23
'00:57:46.400';-92;-33.04
'00:57:46.400';-104;-3.59
'00:57:46.400';-116;24.26
'00:57:46.400';-127;31.09
'00:57:46.400';-133;30.44
'00:57:46.500';-137;30.66
'00:57:46.500';-139;25.74
'00:57:46.500';-138;18.36
'00:57:46.500';-134;13.3
'00:57:46.500';-127;13.66
'00:57:46.600';-120;43.85
'00:57:46.600';-114;185.12
'00:57:46.600';-108;6.02
'00:57:46.600';-106;-55.72
'00:57:46.600';-105;-100.69
'00:57:46.600';-104;-96.74
'00:57:46.700';-104;-80.84
'00:57:46.700';-102;-64.58
'00:57:46.700';-99;-51.62
'00:57:46.700';-95;-44.55
'00:57:46.800';-92;-28.03
'00:57:46.800';-90;-13.51
'00:57:46.800';-94;7.29
'00:57:46.800';-101;29.1
'00:57:46.800';-109;32.75
'00:57:46.900';-117;23.41
'00:57:46.900';-121;12.49
'00:57:46.900';-122;76.21
'00:57:46.900';-118;119.78
'00:57:46.900';-112;-13.52
'00:57:46.900';-103;-41.99
'00:57:47.000';-96;-74.42
'00:57:47.000';-91;-77.29
'00:57:47.000';-90;-76.1
'00:57:47.000';-91;-71.76
'00:57:47.100';-92;-64.64
'00:57:47.100';-92;-49.78
'00:57:47.100';-92;-29.18
'00:57:47.100';-92;-1.97
'00:57:47.100';-95;32.13
'00:57:47.200';-102;53.01
'00:57:47.200';-112;53
'00:57:47.200';-117;46.6
'00:57:47.200';-120;38.03
'00:57:47.200';-119;38.01
'00:57:47.300';-115;39.48
'00:57:47.300';-108;39.66
'00:57:47.300';-102;38.17
'00:57:47.300';-96;37.53
'00:57:47.300';-93;34.25
'00:57:47.400';-91;29.33
'00:57:47.400';-92;23.62
'00:57:47.400';-93;25.34
'00:57:47.400';-92;28.85
'00:57:47.400';-91;26.33
'00:57:47.500';-91;22.55
'00:57:47.500';-91;17.47
'00:57:47.500';-92;30.37
'00:57:47.500';-92;149.14
'00:57:47.500';-90;13.81
'00:57:47.500';-90;-14.07
'00:57:47.600';-91;-62.1
'00:57:47.600';-89;-64.56
'00:57:47.600';-89;-59.57
'00:57:47.600';-89;-58.77
'00:57:47.700';-87;-52.22
'00:57:47.700';-87;-57.67
'00:57:47.700';-86;-80.4
'00:57:47.700';-92;-146.33
'00:57:47.800';-104;-192.68
'00:57:47.800';-119;-185.33
'00:57:47.800';-132;-162.46
'00:57:47.800';-140;-128.66
'00:57:47.800';-145;-95.94
'00:57:47.900';-144;-68.68
'00:57:47.900';-142;-45.56
'00:57:47.900';-139;-18.69
'00:57:47.900';-132;8.97
'00:57:47.900';-124;84.63
'00:57:47.900';-118;200.16
'00:57:48.000';-114;67.65
'00:57:48.000';-112;22.21
'00:57:48.000';-110;-8.41
'00:57:48.000';-108;0.67
'00:57:48.000';-108;17.9
'00:57:48.000';-108;33.41
'00:57:48.100';-107;41.44
'00:57:48.100';-106;45.97
'00:57:48.100';-104;50.6
'00:57:48.100';-102;63.15
'00:57:48.100';-102;84.68
'00:57:48.200';-108;107.74
'00:57:48.200';-114;120.73
'00:57:48.200';-122;118.22
'00:57:48.200';-127;113.32
'00:57:48.300';-124;104.79
'00:57:48.300';-120;94.01
'00:57:48.300';-115;77.81
'00:57:48.300';-110;73.1
'00:57:48.300';-103;176.27
'00:57:48.400';-100;112.84
'00:57:48.400';-98;25.97
'00:57:48.400';-97;-49.15
'00:57:48.400';-97;-54.38
'00:57:48.500';-98;-47.71
'00:57:48.500';-99;-41.2
'00:57:48.500';-99;-33.98
'00:57:48.500';-100;-31.75
'00:57:48.500';-98;-28.35
'00:57:48.500';-98;-22.94
'00:57:48.500';-100;-9.62
'00:57:48.600';-104;18.57
'00:57:48.600';-112;42.96
'00:57:48.600';-118;43.75
'00:57:48.600';-122;42.04
'00:57:48.700';-123;40.09
'00:57:48.700';-121;37.49
'00:57:48.700';-117;73.17
'00:57:48.700';-111;144.07
'00:57:48.800';-105;-8.64
'00:57:48.800';-100;-51.36
'00:57:48.800';-97;-82.1
'00:57:48.800';-97;-80.43
'00:57:48.800';-98;-76.29
'00:57:48.800';-99;-68.55
'00:57:48.900';-100;-59.92
'00:57:48.900';-102;-54.1
'00:57:48.900';-101;-48.12
'00:57:48.900';-100;-30.5
'00:57:48.900';-100;-3.69
'00:57:49.000';-101;19.22
'00:57:49.000';-106;23.58
'00:57:49.000';-111;23.26
'00:57:49.000';-115;21.71
'00:57:49.000';-116;18.04
'00:57:49.100';-113;13.05
'00:57:49.100';-105;70.82
'00:57:49.100';-98;143.4
'00:57:49.100';-94;-10.99
'00:57:49.100';-91;-71.31
'00:57:49.100';-91;-92.9
'00:57:49.200';-92;-85.45
'00:57:49.200';-95;-80.39
'00:57:49.200';-97;-73.35
'00:57:49.200';-100;-68.75
'00:57:49.200';-101;-57.81
'00:57:49.300';-99;-42.55
'00:57:49.300';-100;-20.37
'00:57:49.300';-99;11.88
'00:57:49.300';-103;31.94
'00:57:49.400';-110;31.99
'00:57:49.400';-117;26.88
'00:57:49.400';-119;21.14
'00:57:49.400';-118;24.15
'00:57:49.500';-114;100.44
'00:57:49.500';-104;32.42
'00:57:49.500';-98;-1.58
'00:57:49.500';-95;-65.16
'00:57:49.500';-94;-85.2
'00:57:49.500';-94;-85.8
'00:57:49.500';-96;-83.66
'00:57:49.600';-97;-78.24
'00:57:49.600';-97;-66.01
'00:57:49.600';-97;-41.41
'00:57:49.700';-99;-4.08
'00:57:49.700';-100;20.52
'00:57:49.700';-101;37.74
'00:57:49.700';-104;45.06
'00:57:49.700';-109;40.3
'00:57:49.700';-115;36.53
'00:57:49.700';-117;29.68
'00:57:49.800';-116;20.19
'00:57:49.800';-111;16.49
'00:57:49.800';-107;18.22
'00:57:49.800';-101;18.13
'00:57:49.800';-98;17.51
'00:57:49.900';-96;25.7
'00:57:49.900';-96;129.64
'00:57:49.900';-96;8.13
'00:57:49.900';-98;-31
'00:57:49.900';-99;-86.53
'00:57:50.000';-102;-89.53
'00:57:50.000';-102;-79.02
'00:57:50.000';-102;-62.44
'00:57:50.000';-101;-50.33
'00:57:50.100';-100;-43.56
'00:57:50.100';-100;-38.1
'00:57:50.100';-105;-26.43
'00:57:50.100';-114;-2.9
'00:57:50.100';-126;17.25
'00:57:50.200';-137;27.35
'00:57:50.200';-145;27.13
'00:57:50.200';-148;23.51
'00:57:50.200';-149;18.11
'00:57:50.200';-147;11.65
'00:57:50.200';-143;7.58
'00:57:50.300';-139;2.94
'00:57:50.300';-133;-0.44
'00:57:50.300';-128;-1.6
'00:57:50.300';-124;-2.47
'00:57:50.400';-123;-2.94
'00:57:50.400';-122;-0.59
'00:57:50.400';-120;-0.39
'00:57:50.400';-118;1.01
'00:57:50.400';-116;1.01
'00:57:50.500';-116;0.12
'00:57:50.500';-114;-0.86
'00:57:50.500';-113;19.71
'00:57:50.500';-114;138.54
'00:57:50.500';-112;-5.55
'00:57:50.500';-111;-43.52
'00:57:50.600';-107;-90.98
'00:57:50.600';-105;-90.15
'00:57:50.600';-103;-80.92
'00:57:50.600';-103;-73.37
'00:57:50.600';-103;-70.3
'00:57:50.700';-102;-68.75
'00:57:50.700';-105;-63.48
'00:57:50.700';-110;-50.85
'00:57:50.700';-122;-35.71
'00:57:50.700';-136;-24.99
'00:57:50.800';-147;-26.27
'00:57:50.800';-160;-32.65
'00:57:50.800';-169;-53.53
'00:57:50.800';-174;-90
'00:57:50.900';-175;-107.9
'00:57:50.900';-171;-107.25
'00:57:50.900';-165;-101.85
'00:57:50.900';-158;-85.59
'00:57:50.900';-150;-58.68
'00:57:51.000';-145;-34.25
'00:57:51.000';-138;-18.8
'00:57:51.000';-133;-6.38
'00:57:51.000';-130;6.41
'00:57:51.000';-127;16.69
'00:57:51.000';-123;26.31
'00:57:51.100';-119;42.69
'00:57:51.100';-117;56.06
'00:57:51.100';-113;62.05
'00:57:51.100';-110;67.61
'00:57:51.100';-109;67.29
'00:57:51.200';-106;71.85
'00:57:51.200';-102;77.31
'00:57:51.200';-99;84.63
'00:57:51.200';-96;87.04
'00:57:51.200';-94;83.93
'00:57:51.300';-92;80.52
'00:57:51.300';-90;140.79
'00:57:51.300';-90;190.33
'00:57:51.300';-90;68.87
'00:57:51.400';-91;-0.65
'00:57:51.400';-90;-27.58
'00:57:51.400';-88;-26.35
'00:57:51.400';-87;-25.71
'00:57:51.400';-87;-23.71
'00:57:51.400';-87;-18.13
'00:57:51.500';-86;-9.48
'00:57:51.500';-86;7.99
'00:57:51.500';-91;24.77
'00:57:51.500';-104;40.42
'00:57:51.500';-120;49.15
'00:57:51.600';-136;53.94
'00:57:51.600';-150;55.02
'00:57:51.600';-162;51.92
'00:57:51.600';-169;48.26
'00:57:51.600';-171;42.9
'00:57:51.700';-169;39.5
'00:57:51.700';-163;38.82
'00:57:51.700';-153;37.16
'00:57:51.700';-144;31.04
'00:57:51.700';-136;23.23
'00:57:51.800';-130;19.75
'00:57:51.800';-126;24.62
'00:57:51.800';-121;121.48
'00:57:51.800';-117;79.16
'00:57:51.800';-111;-8.88
'00:57:51.900';-109;-64.26
'00:57:51.900';-107;-70.96
'00:57:51.900';-106;-66.74
'00:57:51.900';-105;-61.81
'00:57:51.900';-101;-57.4
'00:57:52.000';-97;-46.06
'00:57:52.000';-93;-29.33
'00:57:52.000';-91;-7.52
'00:57:52.000';-90;6.97
'00:57:52.000';-93;17.97
'00:57:52.000';-102;23.76
'00:57:52.100';-114;21.69
'00:57:52.100';-126;16.23
'00:57:52.100';-135;17.6
'00:57:52.100';-141;20.08
'00:57:52.200';-142;19.66
'00:57:52.200';-136;18.86
'00:57:52.200';-128;57.5
'00:57:52.200';-118;97.37
'00:57:52.300';-111;3.57
'00:57:52.300';-107;-77.1
'00:57:52.300';-103;-101.3
'00:57:52.300';-101;-88.01
'00:57:52.300';-97;-78.52
'00:57:52.400';-95;-68.29
'00:57:52.400';-93;-56.3
'00:57:52.400';-91;-43.2
'00:57:52.400';-89;-21.23
'00:57:52.400';-89;-2.54
