Time;Pleth;II
'11:20:05.184';-96;-4.87
'11:20:05.233';-91;-6.28
'11:20:05.233';-88;-7.16
'11:20:05.285';-83;-7.41
'11:20:05.285';-82;-7.31
'11:20:05.285';-81;-6.85
'11:20:05.334';-79;-6.68
'11:20:05.334';-77;-6.56
'11:20:05.384';-75;-6.63
'11:20:05.384';-75;-6.54
'11:20:05.384';-75;-6.08
'11:20:05.434';-74;-5.16
'11:20:05.434';-74;-2.79
'11:20:05.485';-75;-1.94
'11:20:05.485';-75;-3.91
'11:20:05.485';-75;-5.23
'11:20:05.534';-74;-6.72
'11:20:05.534';-74;32.33
'11:20:05.585';-75;7.81
'11:20:05.585';-73;-26.48
'11:20:05.585';-74;-26.9
'11:20:05.634';-75;-25.57
'11:20:05.634';-75;-24.24
'11:20:05.684';-74;-23.15
'11:20:05.684';-75;-21.88
'11:20:05.684';-79;-20.09
'11:20:05.733';-89;-17.14
'11:20:05.733';-103;-14.4
'11:20:05.784';-120;-11.47
'11:20:05.784';-135;-7.2
'11:20:05.784';-147;-3.47
'11:20:05.835';-157;-1.44
'11:20:05.835';-165;-0.08
'11:20:05.880';-172;0.64
'11:20:05.880';-178;1.04
'11:20:05.880';-180;1.54
'11:20:05.929';-181;1.87
'11:20:05.929';-179;3.16
'11:20:05.967';-178;5.64
'11:20:05.967';-171;9.77
'11:20:06.001';-163;15.42
'11:20:06.001';-156;21.19
'11:20:06.050';-146;23.68
'11:20:06.050';-136;23.82
'11:20:06.084';-128;22.64
'11:20:06.084';-119;20.35
'11:20:06.133';-112;17.12
'11:20:06.133';-107;13.86
'11:20:06.167';-102;11.82
'11:20:06.167';-97;11.89
'11:20:06.201';-94;11.08
'11:20:06.201';-89;9.72
'11:20:06.250';-87;8.94
'11:20:06.250';-85;8.69
'11:20:06.283';-82;7.4
'11:20:06.283';-80;5.99
'11:20:06.317';-78;5.13
'11:20:06.351';-77;4.82
'11:20:06.351';-76;4.63
'11:20:06.400';-76;4.71
'11:20:06.400';-74;5.27
'11:20:06.450';-73;6.71
'11:20:06.450';-72;5.79
'11:20:06.450';-72;3.05
'11:20:06.484';-72;0.96
'11:20:06.484';-73;2.04
'11:20:06.517';-73;47.44
'11:20:06.567';-72;-18.44
'11:20:06.567';-74;-19.81
'11:20:06.567';-73;-18.9
'11:20:06.616';-73;-17.82
'11:20:06.616';-73;-17.88
'11:20:06.650';-73;-16.91
'11:20:06.650';-72;-15.65
'11:20:06.699';-77;-13.26
'11:20:06.699';-87;-9.08
'11:20:06.745';-104;-3.44
'11:20:06.745';-118;2.26
'11:20:06.745';-131;8.33
'11:20:06.784';-143;13.97
'11:20:06.784';-154;18.17
'11:20:06.831';-161;19.06
'11:20:06.831';-170;19.04
'11:20:06.865';-175;17.68
'11:20:06.865';-179;16.34
'11:20:06.914';-180;14.46
'11:20:06.914';-178;12.67
'11:20:06.964';-173;12.45
'11:20:06.964';-166;13.12
'11:20:06.964';-159;14.33
'11:20:06.999';-149;15.05
'11:20:07.033';-139;15.3
'11:20:07.033';-131;13.92
'11:20:07.067';-123;12.11
'11:20:07.067';-115;9.31
'11:20:07.116';-106;5.86
'11:20:07.116';-100;3
'11:20:07.150';-95;0.11
'11:20:07.150';-91;-1.17
'11:20:07.183';-88;-2.87
'11:20:07.183';-85;-4.62
'11:20:07.217';-82;-6.46
'11:20:07.266';-81;-6.64
'11:20:07.266';-79;-6.47
'11:20:07.266';-76;-6.37
'11:20:07.318';-73;-6.49
'11:20:07.318';-73;-5.74
'11:20:07.366';-75;-4.82
'11:20:07.366';-73;-1.74
'11:20:07.366';-71;2.67
'11:20:07.417';-71;3.7
'11:20:07.417';-70;2.4
'11:20:07.467';-70;3.57
'11:20:07.467';-70;6.46
'11:20:07.467';-70;63.43
'11:20:07.516';-72;-18.5
'11:20:07.516';-71;-22.55
'11:20:07.550';-73;-20.54
'11:20:07.550';-73;-19
'11:20:07.599';-74;-17.52
'11:20:07.599';-76;-17
'11:20:07.633';-79;-16.44
'11:20:07.633';-84;-15.31
'11:20:07.683';-96;-13.89
'11:20:07.683';-109;-11.6
'11:20:07.683';-124;-8.66
'11:20:07.717';-137;-4.9
'11:20:07.717';-148;-1.48
'11:20:07.766';-157;0.48
'11:20:07.766';-165;0.68
'11:20:07.800';-173;0.19
'11:20:07.800';-175;-0.11
'11:20:07.834';-178;-0.53
'11:20:07.867';-180;-1.25
'11:20:07.867';-179;-1.63
'11:20:07.914';-176;-0.89
'11:20:07.914';-169;0.61
'11:20:07.949';-162;3.41
'11:20:07.949';-152;7.16
'11:20:07.983';-144;10.47
'11:20:07.983';-135;11.98
'11:20:08.017';-127;11.25
'11:20:08.050';-119;9.34
'11:20:08.050';-112;7.24
'11:20:08.083';-106;4.69
'11:20:08.083';-101;2.92
'11:20:08.117';-96;1.52
'11:20:08.165';-93;0.69
'11:20:08.165';-89;-0.4
'11:20:08.165';-87;-0.57
'11:20:08.200';-85;-0.67
'11:20:08.200';-83;-0.73
'11:20:08.234';-81;-0.61
'11:20:08.267';-80;-0.52
'11:20:08.267';-79;-0.45
'11:20:08.316';-78;0
'11:20:08.316';-78;0.73
'11:20:08.365';-77;2.58
'11:20:08.365';-77;6.45
'11:20:08.365';-76;7.46
'11:20:08.399';-76;5.31
'11:20:08.399';-74;3.79
'11:20:08.434';-74;2.52
'11:20:08.483';-74;46.03
'11:20:08.483';-76;-4.23
'11:20:08.483';-76;-21.11
'11:20:08.533';-77;-19.6
'11:20:08.533';-77;-19.32
'11:20:08.569';-77;-19.21
'11:20:08.569';-79;-18.91
'11:20:08.618';-79;-18.48
'11:20:08.618';-85;-17.55
'11:20:08.665';-98;-15.56
'11:20:08.665';-110;-12.38
'11:20:08.665';-123;-9.94
'11:20:08.714';-137;-6.5
'11:20:08.714';-150;-3.76
'11:20:08.750';-159;-1.81
'11:20:08.750';-167;0.01
'11:20:08.783';-175;2.15
'11:20:08.783';-181;4.28
'11:20:08.817';-185;4.55
'11:20:08.851';-187;4.96
'11:20:08.851';-186;5.7
'11:20:08.900';-182;7.94
'11:20:08.900';-175;12.09
'11:20:08.900';-165;17.55
'11:20:08.948';-154;21.71
'11:20:08.948';-144;22.8
'11:20:09.000';-133;21.77
'11:20:09.000';-124;18.95
'11:20:09.000';-119;14.46
'11:20:09.049';-113;9.73
'11:20:09.049';-108;5.06
'11:20:09.083';-101;2.11
'11:20:09.083';-97;0.31
'11:20:09.116';-92;-0.19
'11:20:09.166';-89;0.17
'11:20:09.166';-85;0.38
'11:20:09.166';-83;0.73
'11:20:09.217';-82;1.38
'11:20:09.217';-78;1.93
'11:20:09.217';-75;2.36
'11:20:09.250';-74;3.5
'11:20:09.299';-73;4.58
'11:20:09.299';-73;6.75
'11:20:09.299';-71;11.02
'11:20:09.336';-71;12.72
'11:20:09.336';-71;10.21
'11:20:09.383';-72;8.59
'11:20:09.383';-71;6.61
'11:20:09.417';-71;47.25
'11:20:09.417';-73;34.81
'11:20:09.467';-71;-9.49
'11:20:09.467';-72;-9.92
'11:20:09.517';-72;-8.55
'11:20:09.517';-73;-6.08
'11:20:09.517';-71;-4.13
'11:20:09.566';-72;-0.78
'11:20:09.566';-75;1.6
'11:20:09.600';-85;3.73
'11:20:09.600';-101;5.34
'11:20:09.634';-116;6.27
'11:20:09.682';-133;9.26
'11:20:09.682';-146;12.18
'11:20:09.682';-156;13.71
'11:20:09.717';-164;13.46
'11:20:09.717';-170;13.06
'11:20:09.750';-176;12.56
'11:20:09.800';-181;11.76
'11:20:09.800';-182;10.88
'11:20:09.800';-183;10.42
'11:20:09.850';-180;11.45
'11:20:09.850';-174;13.8
'11:20:09.884';-164;16.47
'11:20:09.884';-153;18.9
'11:20:09.932';-143;20.08
'11:20:09.932';-135;20.05
'11:20:09.965';-127;18.53
'11:20:09.965';-119;15.51
'11:20:09.998';-112;11.61
'11:20:09.998';-105;7.02
'11:20:10.034';-102;3.72
'11:20:10.083';-98;1.17
'11:20:10.083';-94;-0.96
'11:20:10.083';-90;-1.36
'11:20:10.117';-86;-1.25
'11:20:10.117';-82;-1.66
'11:20:10.166';-81;-2.17
'11:20:10.166';-79;-3.19
'11:20:10.201';-78;-4.34
'11:20:10.201';-76;-5.03
'11:20:10.249';-76;-5.52
'11:20:10.249';-74;-5.4
'11:20:10.284';-75;-4.35
'11:20:10.284';-74;-3.35
'11:20:10.333';-75;-5.5
'11:20:10.333';-74;-8.82
'11:20:10.382';-73;-10.86
'11:20:10.382';-73;-8.67
'11:20:10.382';-73;44.08
'11:20:10.416';-74;-37.55
'11:20:10.416';-73;-37.95
'11:20:10.466';-73;-36.04
'11:20:10.466';-75;-35.62
'11:20:10.501';-75;-35.12
'11:20:10.501';-75;-33.77
'11:20:10.550';-78;-32.7
'11:20:10.550';-85;-30.81
'11:20:10.599';-98;-27.99
'11:20:10.599';-113;-24.61
'11:20:10.599';-129;-20.19
'11:20:10.633';-141;-15.02
'11:20:10.682';-153;-11.05
'11:20:10.682';-161;-8.67
'11:20:10.682';-172;-7.15
'11:20:10.716';-179;-7.46
'11:20:10.716';-187;-7.61
'11:20:10.766';-190;-7.7
'11:20:10.766';-190;-7.56
'11:20:10.800';-187;-6.61
'11:20:10.800';-182;-4.6
'11:20:10.849';-175;-0.05
'11:20:10.849';-164;7.24
'11:20:10.884';-153;15.15
'11:20:10.884';-145;19.06
'11:20:10.931';-137;19.03
'11:20:10.931';-129;16.71
'11:20:10.964';-123;13.57
'11:20:10.964';-116;10.12
'11:20:11.001';-109;8.36
'11:20:11.001';-102;8.22
'11:20:11.049';-96;7.88
'11:20:11.049';-93;7.91
'11:20:11.083';-90;8.12
'11:20:11.083';-86;8.63
'11:20:11.117';-84;9.63
'11:20:11.117';-80;11.05
'11:20:11.150';-79;12.64
'11:20:11.199';-77;14.54
'11:20:11.199';-76;16.99
'11:20:11.199';-75;19.18
'11:20:11.233';-75;22.43
'11:20:11.267';-74;27.58
'11:20:11.267';-72;25.86
'11:20:11.316';-73;20.39
'11:20:11.316';-73;16.81
'11:20:11.316';-74;13.69
'11:20:11.350';-73;63.81
'11:20:11.397';-74;43.69
'11:20:11.397';-74;-4.23
'11:20:11.397';-75;-10.81
'11:20:11.445';-76;-11.52
'11:20:11.445';-77;-11.31
'11:20:11.481';-77;-11.52
'11:20:11.481';-77;-11.15
'11:20:11.515';-80;-10.68
'11:20:11.515';-90;-10.12
'11:20:11.550';-104;-9.05
'11:20:11.584';-118;-7.83
'11:20:11.584';-133;-4.95
'11:20:11.633';-148;0.38
'11:20:11.633';-160;7.73
'11:20:11.633';-170;11.71
'11:20:11.667';-178;13.31
'11:20:11.714';-184;14.75
'11:20:11.714';-187;14.49
'11:20:11.714';-188;14.08
'11:20:11.765';-185;13.11
'11:20:11.765';-181;12.58
'11:20:11.799';-175;12.91
'11:20:11.799';-166;15.46
'11:20:11.834';-157;18.49
'11:20:11.834';-147;20.6
'11:20:11.867';-136;21.87
'11:20:11.915';-125;20.91
'11:20:11.915';-117;18.54
'11:20:11.915';-110;15.55
'11:20:11.951';-104;13.37
'11:20:11.999';-102;10.19
'11:20:11.999';-98;7.24
'11:20:11.999';-94;3.41
'11:20:12.034';-89;0.57
'11:20:12.034';-84;-0.93
'11:20:12.067';-83;-2.41
'11:20:12.116';-81;-2.95
'11:20:12.116';-80;-2.96
'11:20:12.116';-78;-2.97
'11:20:12.150';-76;-2.8
'11:20:12.199';-75;-2.5
'11:20:12.199';-74;-2.25
'11:20:12.199';-74;-1.1
'11:20:12.234';-73;-2.8
'11:20:12.282';-72;-7.85
'11:20:12.282';-72;-12.31
'11:20:12.282';-72;-16.39
'11:20:12.316';-71;48.29
'11:20:12.316';-72;-34.12
'11:20:12.367';-71;-55.64
'11:20:12.367';-71;-49.88
'11:20:12.416';-71;-46.53
'11:20:12.416';-71;-42
'11:20:12.416';-70;-36.7
'11:20:12.450';-70;-30.82
'11:20:12.483';-76;-24.65
'11:20:12.483';-89;-20.05
'11:20:12.532';-106;-15.04
'11:20:12.532';-124;-10.52
'11:20:12.583';-141;-4.9
'11:20:12.583';-156;-1.88
'11:20:12.583';-166;0.76
'11:20:12.633';-175;2.52
'11:20:12.633';-181;3.45
'11:20:12.633';-187;3.94
'11:20:12.667';-191;4.49
'11:20:12.700';-191;6.08
'11:20:12.700';-189;9.22
'11:20:12.734';-185;15.52
'11:20:12.734';-179;25.29
'11:20:12.783';-171;33.47
'11:20:12.783';-161;39.64
'11:20:12.816';-152;42.02
'11:20:12.816';-142;42.45
'11:20:12.866';-132;41.65
'11:20:12.866';-124;39.45
'11:20:12.901';-117;35.58
'11:20:12.901';-111;30.72
'11:20:12.947';-108;25.62
'11:20:12.947';-103;20.85
'11:20:12.982';-99;16.48
'11:20:12.982';-95;12.88
'11:20:13.016';-92;10.65
'11:20:13.016';-91;8.77
'11:20:13.050';-88;7.36
'11:20:13.099';-86;5.55
'11:20:13.099';-85;3.65
'11:20:13.099';-82;2.38
'11:20:13.151';-78;0.97
'11:20:13.151';-78;0.03
'11:20:13.195';-77;0.31
'11:20:13.195';-76;1.45
'11:20:13.195';-75;0.02
'11:20:13.241';-74;-5.75
'11:20:13.241';-76;-11.9
'11:20:13.289';-75;-19.21
'11:20:13.289';-76;22.58
'11:20:13.336';-76;43.57
'11:20:13.336';-75;-35.84
'11:20:13.336';-75;-44.95
'11:20:13.384';-75;-41.12
'11:20:13.384';-76;-37.51
'11:20:13.430';-76;-34.49
'11:20:13.430';-75;-31.24
'11:20:13.430';-78;-27.68
'11:20:13.477';-89;-23.86
'11:20:13.477';-104;-18.96
'11:20:13.524';-122;-14.13
'11:20:13.524';-139;-8.66
'11:20:13.571';-154;-1.7
'11:20:13.571';-167;3.06
'11:20:13.571';-176;6.06
'11:20:13.619';-185;7.37
'11:20:13.619';-191;9.07
'11:20:13.666';-194;10.79
'11:20:13.666';-197;11.54
'11:20:13.713';-195;11.38
'11:20:13.713';-193;12.48
'11:20:13.713';-187;14.42
'11:20:13.747';-179;18.02
'11:20:13.783';-167;21.62
'11:20:13.783';-157;24.38
'11:20:13.833';-144;23.39
'11:20:13.833';-133;20.89
'11:20:13.833';-125;16.85
'11:20:13.866';-118;13.42
'11:20:13.901';-113;10.17
'11:20:13.901';-107;7.93
'11:20:13.947';-101;5.98
'11:20:13.947';-97;4.87
'11:20:13.981';-92;4.59
'11:20:13.981';-89;4.43
'11:20:14.015';-85;5.21
'11:20:14.015';-82;6.07
'11:20:14.050';-78;7.72
'11:20:14.050';-77;10.68
'11:20:14.099';-75;15.22
'11:20:14.099';-74;20.08
'11:20:14.147';-73;25.85
'11:20:14.147';-71;34.68
'11:20:14.181';-70;35.45
'11:20:14.181';-69;30.9
'11:20:14.216';-67;27.72
'11:20:14.216';-67;25.22
'11:20:14.250';-66;47.95
'11:20:14.250';-67;101.88
'11:20:14.300';-67;-12.34
'11:20:14.300';-67;-3.7
'11:20:14.349';-67;-2.61
'11:20:14.349';-68;-0.63
'11:20:14.398';-68;-0.39
'11:20:14.398';-69;0.6
'11:20:14.398';-71;2.11
'11:20:14.432';-81;3.88
'11:20:14.432';-96;6.19
'11:20:14.467';-114;10.04
'11:20:14.515';-132;14.29
'11:20:14.515';-148;17.37
'11:20:14.515';-162;18.08
'11:20:14.550';-173;17.72
'11:20:14.550';-182;16.71
'11:20:14.600';-188;15.7
'11:20:14.600';-190;13.62
'11:20:14.633';-193;11.15
'11:20:14.633';-194;8.19
'11:20:14.669';-193;7.32
'11:20:14.715';-187;7.54
'11:20:14.715';-178;7.92
'11:20:14.715';-168;9.31
'11:20:14.749';-157;11.37
'11:20:14.749';-145;12.22
'11:20:14.782';-133;11.29
'11:20:14.816';-124;9
'11:20:14.816';-117;5.97
'11:20:14.865';-111;2.09
'11:20:14.865';-105;-2.76
'11:20:14.899';-101;-7.2
'11:20:14.899';-96;-9.98
'11:20:14.933';-94;-12.15
'11:20:14.933';-90;-13.66
'11:20:14.980';-87;-15.54
'11:20:14.980';-83;-17.81
'11:20:15.015';-80;-19.71
'11:20:15.015';-79;-20.89
'11:20:15.049';-78;-21.89
'11:20:15.049';-76;-22.22
'11:20:15.084';-73;-21.67
'11:20:15.132';-72;-20.12
'11:20:15.132';-71;-17.01
'11:20:15.132';-70;-17.38
'11:20:15.166';-69;-20.45
'11:20:15.215';-69;-22.53
'11:20:15.215';-70;-24.91
'11:20:15.215';-72;18.81
'11:20:15.250';-73;-3.34
'11:20:15.250';-73;-45.22
'11:20:15.300';-74;-50.03
'11:20:15.300';-75;-48.31
'11:20:15.334';-76;-46.9
'11:20:15.334';-77;-45.49
'11:20:15.382';-76;-42.99
'11:20:15.382';-80;-38.93
'11:20:15.415';-91;-34.16
'11:20:15.415';-106;-29.31
'11:20:15.449';-123;-24.25
'11:20:15.449';-137;-17.64
'11:20:15.482';-152;-11.39
'11:20:15.532';-164;-6.88
'11:20:15.532';-177;-3.96
'11:20:15.532';-186;-2.21
'11:20:15.566';-192;-1.37
'11:20:15.600';-197;-0.93
'11:20:15.600';-198;0.11
'11:20:15.649';-195;2.24
'11:20:15.649';-190;5.42
'11:20:15.649';-183;11.52
'11:20:15.683';-173;20.27
'11:20:15.716';-161;27.64
'11:20:15.716';-152;30.69
'11:20:15.750';-141;30.83
'11:20:15.750';-132;29.59
'11:20:15.783';-123;27.24
'11:20:15.816';-115;23.98
'11:20:15.816';-107;21.16
'11:20:15.865';-101;19.47
'11:20:15.865';-97;18.2
'11:20:15.900';-93;17.8
'11:20:15.900';-88;17.59
'11:20:15.949';-85;17.45
'11:20:15.949';-82;17.37
'11:20:15.949';-80;17.31
'11:20:15.997';-77;17.26
'11:20:15.997';-74;17.23
'11:20:16.031';-73;17.2
'11:20:16.031';-70;17.5
'11:20:16.065';-67;18.54
'11:20:16.099';-67;19.92
'11:20:16.099';-67;20.92
'11:20:16.150';-67;17.36
'11:20:16.150';-67;13.05
'11:20:16.199';-66;9.9
'11:20:16.199';-66;27.69
'11:20:16.199';-68;87.82
'11:20:16.234';-67;-26.88
'11:20:16.234';-69;-23.29
'11:20:16.266';-69;-21.44
'11:20:16.315';-69;-19.97
'11:20:16.315';-70;-18.52
'11:20:16.315';-70;-16.99
'11:20:16.351';-71;-14.69
'11:20:16.351';-80;-11.22
'11:20:16.400';-96;-8.23
'11:20:16.400';-113;-4.39
'11:20:16.449';-130;-0.22
'11:20:16.449';-144;3.59
'11:20:16.449';-156;6.98
'11:20:16.483';-167;8.32
'11:20:16.516';-177;8.57
'11:20:16.516';-184;7.28
'11:20:16.549';-189;5.75
'11:20:16.549';-191;4.29
'11:20:16.599';-192;2.95
'11:20:16.599';-191;2.35
'11:20:16.649';-185;3.06
'11:20:16.649';-176;6.1
'11:20:16.649';-165;10.71
'11:20:16.683';-153;13.55
'11:20:16.717';-140;15.43
'11:20:16.717';-128;14.51
'11:20:16.762';-118;13.38
'11:20:16.762';-112;11.15
'11:20:16.796';-106;8.35
'11:20:16.796';-101;7.44
'11:20:16.831';-96;6.98
'11:20:16.831';-91;6.18
'11:20:16.882';-87;5.61
'11:20:16.882';-83;5.23
'11:20:16.916';-78;5.83
'11:20:16.916';-75;6.3
'11:20:16.950';-72;6.66
'11:20:16.950';-71;6.33
'11:20:16.997';-69;6.64
'11:20:16.997';-67;7.42
'11:20:17.031';-66;9.38
'11:20:17.031';-66;12.98
'11:20:17.064';-66;14.95
'11:20:17.098';-66;11.26
'11:20:17.098';-66;8.6
'11:20:17.134';-65;7.13
'11:20:17.134';-64;25.3
'11:20:17.167';-66;88.81
'11:20:17.167';-68;-31.85
'11:20:17.215';-70;-21.78
'11:20:17.215';-71;-19.29
'11:20:17.249';-72;-17.72
'11:20:17.249';-71;-17.83
'11:20:17.283';-73;-17.59
'11:20:17.333';-74;-16.98
'11:20:17.333';-83;-16.07
'11:20:17.333';-97;-15.08
'11:20:17.366';-114;-13.79
'11:20:17.366';-128;-12.18
'11:20:17.415';-144;-10
'11:20:17.415';-158;-7.94
'11:20:17.450';-169;-6.9
'11:20:17.450';-179;-6.61
'11:20:17.483';-187;-6.71
'11:20:17.532';-191;-7.19
'11:20:17.532';-193;-7.36
'11:20:17.532';-191;-7.65
'11:20:17.568';-188;-7.54
'11:20:17.568';-180;-6.52
'11:20:17.616';-171;-4.56
'11:20:17.616';-159;-0.96
'11:20:17.650';-149;3.34
'11:20:17.650';-138;5.44
'11:20:17.683';-130;4.47
'11:20:17.732';-122;3.32
'11:20:17.732';-116;1.37
'11:20:17.732';-109;-1.1
'11:20:17.767';-101;-3.64
'11:20:17.767';-96;-6.08
'11:20:17.815';-90;-6.05
'11:20:17.815';-85;-6.87
'11:20:17.849';-83;-7.17
'11:20:17.849';-79;-6.22
'11:20:17.883';-76;-5.68
'11:20:17.932';-74;-5.52
'11:20:17.932';-71;-4.83
'11:20:17.932';-70;-4.02
'11:20:17.981';-69;-3.11
'11:20:17.981';-68;-2.37
'11:20:18.014';-69;-0.36
'11:20:18.014';-69;4.03
'11:20:18.048';-68;7
'11:20:18.048';-68;5.32
'11:20:18.083';-68;3.72
'11:20:18.132';-66;2.43
