Time;Pleth;II
'00:24:47.500';-171;-27.66
'00:24:47.500';-160;-72.84
'00:24:47.500';-149;-30.01
'00:24:47.500';-138;-19.12
'00:24:47.600';-130;-5.88
'00:24:47.600';-121;0.69
'00:24:47.600';-115;3.14
'00:24:47.600';-110;4.87
'00:24:47.600';-108;7.99
'00:24:47.600';-106;10.87
'00:24:47.700';-105;20.37
'00:24:47.700';-104;25.35
'00:24:47.700';-104;24.13
'00:24:47.700';-106;17.84
'00:24:47.700';-110;9.85
'00:24:47.800';-113;4.27
'00:24:47.800';-115;-2.75
'00:24:47.800';-113;-1.78
'00:24:47.800';-109;-2.26
'00:24:47.800';-104;-1.26
'00:24:47.900';-99;0.26
'00:24:47.900';-95;1.4
'00:24:47.900';-91;0.69
'00:24:47.900';-89;0.24
'00:24:47.900';-88;-0.54
'00:24:48.000';-89;1.51
'00:24:48.000';-89;3.51
'00:24:48.000';-89;5.02
'00:24:48.000';-89;3.38
'00:24:48.100';-89;19.43
'00:24:48.100';-89;78.48
'00:24:48.100';-89;11.24
'00:24:48.100';-88;-32.27
'00:24:48.200';-90;-82.42
'00:24:48.200';-89;-17.15
'00:24:48.200';-89;3.24
'00:24:48.200';-89;0.83
'00:24:48.200';-87;0.42
'00:24:48.300';-86;5.16
'00:24:48.300';-88;6.9
'00:24:48.300';-97;8.86
'00:24:48.300';-113;12.22
'00:24:48.300';-135;19.15
'00:24:48.300';-155;27.47
'00:24:48.300';-172;28.93
'00:24:48.400';-184;19.74
'00:24:48.400';-194;4.44
'00:24:48.400';-198;-6.02
'00:24:48.400';-201;-8.54
'00:24:48.500';-203;-5.94
'00:24:48.500';-201;-3.01
'00:24:48.500';-197;4.49
'00:24:48.500';-188;6.92
'00:24:48.500';-177;5.2
'00:24:48.500';-166;3.23
'00:24:48.600';-159;-0.88
'00:24:48.600';-152;-3.99
'00:24:48.600';-144;-3.99
'00:24:48.600';-138;2.9
'00:24:48.700';-133;10.41
'00:24:48.700';-127;11.85
'00:24:48.700';-121;10.68
'00:24:48.700';-115;6.64
'00:24:48.700';-111;1.22
'00:24:48.800';-107;-3.81
'00:24:48.800';-103;-2.41
'00:24:48.800';-99;2.04
'00:24:48.800';-96;27.05
'00:24:48.800';-94;94.26
'00:24:48.900';-91;-6.51
'00:24:48.900';-89;-57.36
'00:24:48.900';-88;-99.05
'00:24:48.900';-86;-37.29
'00:24:48.900';-85;-10.78
'00:24:49.000';-84;15.54
'00:24:49.000';-83;20.53
'00:24:49.000';-82;19.11
'00:24:49.000';-82;16.18
'00:24:49.100';-85;16.11
'00:24:49.100';-94;16.96
'00:24:49.100';-110;16.97
'00:24:49.100';-130;19.8
'00:24:49.100';-148;23.2
'00:24:49.100';-164;19.5
'00:24:49.200';-177;10.56
'00:24:49.200';-186;1.11
'00:24:49.200';-195;-4.98
'00:24:49.200';-198;32.26
'00:24:49.200';-199;92.01
'00:24:49.200';-197;-3.87
'00:24:49.300';-192;-49.63
'00:24:49.300';-185;-58.4
'00:24:49.300';-175;-35.37
'00:24:49.300';-165;-20.92
'00:24:49.400';-152;-19.6
'00:24:49.400';-141;-20.68
'00:24:49.400';-131;-15.78
'00:24:49.400';-123;-4.87
'00:24:49.400';-118;3.56
'00:24:49.500';-113;9.15
'00:24:49.500';-108;17.09
'00:24:49.500';-105;19.32
'00:24:49.500';-104;12.54
'00:24:49.500';-104;3.8
'00:24:49.500';-110;1.58
'00:24:49.600';-114;0.88
'00:24:49.600';-116;-0.44
'00:24:49.600';-115;-0.3
'00:24:49.600';-111;0.28
'00:24:49.600';-103;0.68
'00:24:49.700';-94;1.4
'00:24:49.700';-86;-0.7
'00:24:49.700';-80;1.93
'00:24:49.700';-78;3.77
'00:24:49.700';-76;3.5
'00:24:49.800';-75;3.36
'00:24:49.800';-74;3.28
'00:24:49.800';-75;3.41
'00:24:49.800';-75;2.67
'00:24:49.900';-76;2.93
'00:24:49.900';-75;2.76
'00:24:49.900';-74;18.16
'00:24:49.900';-73;48.94
'00:24:50.000';-70;6.46
'00:24:50.000';-69;-36.48
'00:24:50.000';-69;-82.94
'00:24:50.000';-69;-14.48
'00:24:50.000';-68;6.3
'00:24:50.100';-68;1.59
'00:24:50.100';-67;0.72
'00:24:50.100';-67;3.55
'00:24:50.100';-69;6.14
'00:24:50.100';-77;10.07
'00:24:50.100';-90;15.33
'00:24:50.100';-110;27.96
'00:24:50.200';-130;32.44
'00:24:50.200';-147;24.41
'00:24:50.200';-162;13.35
'00:24:50.200';-172;4.36
'00:24:50.300';-180;-3.1
'00:24:50.300';-184;-7.64
'00:24:50.300';-185;-0.73
'00:24:50.300';-183;-0.33
'00:24:50.300';-176;2.74
'00:24:50.400';-166;1.64
'00:24:50.400';-157;1.76
'00:24:50.400';-148;1.82
'00:24:50.400';-140;1.02
'00:24:50.400';-135;1.01
'00:24:50.500';-130;2.12
'00:24:50.500';-126;3
'00:24:50.500';-123;27.72
'00:24:50.500';-119;35.23
'00:24:50.500';-114;1.66
'00:24:50.500';-111;-47.55
'00:24:50.600';-105;-79.43
'00:24:50.600';-100;-25.38
'00:24:50.600';-94;1.64
'00:24:50.600';-90;8.17
'00:24:50.700';-87;11.6
'00:24:50.700';-85;14.21
'00:24:50.700';-84;14.55
'00:24:50.700';-84;16.58
'00:24:50.700';-89;18.43
'00:24:50.700';-97;24.49
'00:24:50.800';-112;23.76
'00:24:50.800';-128;17.39
'00:24:50.800';-141;10.7
'00:24:50.900';-152;5.48
'00:24:50.900';-159;0.08
'00:24:50.900';-163;-4.58
'00:24:50.900';-164;-0.83
'00:24:50.900';-164;-4.63
'00:24:51.000';-160;-5.72
'00:24:51.000';-154;-6.9
'00:24:51.000';-146;28.77
'00:24:51.000';-136;42.48
'00:24:51.000';-128;-0.95
'00:24:51.100';-124;-52.71
'00:24:51.100';-119;-45.24
'00:24:51.100';-113;-22.3
'00:24:51.100';-110;-12.4
'00:24:51.100';-108;-8.98
'00:24:51.100';-106;-4.05
'00:24:51.100';-104;-0.05
'00:24:51.200';-101;3.76
'00:24:51.200';-101;9.39
'00:24:51.200';-104;13.24
'00:24:51.200';-112;15.01
'00:24:51.200';-124;15.4
'00:24:51.300';-136;13.77
'00:24:51.300';-146;11.62
'00:24:51.300';-155;10.36
'00:24:51.300';-160;11.21
'00:24:51.400';-161;7.11
'00:24:51.400';-158;3.36
'00:24:51.400';-153;1.44
'00:24:51.400';-143;0.88
'00:24:51.400';-132;0.92
'00:24:51.500';-122;27.72
'00:24:51.500';-113;47.29
'00:24:51.500';-108;1.1
'00:24:51.600';-104;-56.27
'00:24:51.600';-101;-62.98
'00:24:51.600';-101;-27.84
'00:24:51.600';-98;-9.46
'00:24:51.600';-95;-5.5
'00:24:51.600';-93;-3.65
'00:24:51.600';-90;-5.46
'00:24:51.700';-87;1.07
'00:24:51.700';-86;12.18
'00:24:51.700';-89;25.67
'00:24:51.700';-100;29.2
'00:24:51.700';-114;25.07
'00:24:51.800';-128;14.51
'00:24:51.800';-138;2.7
'00:24:51.800';-148;-4.16
'00:24:51.800';-154;-4.07
'00:24:51.800';-156;-2.21
'00:24:51.800';-158;-1.42
'00:24:51.900';-152;-2.51
'00:24:51.900';-144;-2.94
'00:24:51.900';-132;-2.96
'00:24:51.900';-123;-0.14
'00:24:52.000';-114;3.16
'00:24:52.000';-107;5.47
'00:24:52.000';-102;6.45
'00:24:52.000';-100;5.98
'00:24:52.100';-97;2.45
'00:24:52.100';-95;-1.95
'00:24:52.100';-92;-1.52
'00:24:52.100';-88;0.64
'00:24:52.100';-86;4.65
'00:24:52.100';-83;15.13
'00:24:52.100';-80;34.14
'00:24:52.200';-78;66.17
'00:24:52.200';-76;106.66
'00:24:52.200';-73;135.13
'00:24:52.200';-73;64.28
'00:24:52.300';-72;-12.27
'00:24:52.300';-72;-72.9
'00:24:52.300';-72;-97.47
'00:24:52.300';-72;-104.8
'00:24:52.400';-71;-104.32
'00:24:52.400';-71;-102.23
'00:24:52.400';-70;-98.38
'00:24:52.400';-68;-90.01
'00:24:52.400';-69;-78.26
'00:24:52.400';-74;-57.16
'00:24:52.500';-86;-28.46
'00:24:52.500';-105;12.6
'00:24:52.500';-125;52.78
'00:24:52.500';-144;64.57
'00:24:52.500';-161;64.19
'00:24:52.500';-173;59.97
'00:24:52.600';-180;59.53
'00:24:52.600';-182;56.02
'00:24:52.600';-179;50.33
'00:24:52.700';-173;40.78
'00:24:52.700';-166;29.67
'00:24:52.700';-159;22.95
'00:24:52.700';-149;16.19
'00:24:52.700';-140;19.41
'00:24:52.700';-131;19.22
'00:24:52.700';-126;17.51
'00:24:52.800';-121;14.68
'00:24:52.800';-117;10.61
'00:24:52.800';-113;9.46
'00:24:52.800';-109;6.8
'00:24:52.900';-104;19.17
'00:24:52.900';-101;37.62
'00:24:52.900';-97;67.05
'00:24:52.900';-93;164.37
'00:24:52.900';-89;94.63
'00:24:53.000';-84;-44.38
'00:24:53.000';-81;-98.35
'00:24:53.000';-79;-85.96
'00:24:53.000';-77;-77.85
'00:24:53.100';-75;-73.75
'00:24:53.100';-74;-72.87
'00:24:53.100';-74;-71.44
'00:24:53.100';-74;-68.91
'00:24:53.100';-75;-57.41
'00:24:53.200';-79;-33.62
'00:24:53.200';-88;-9.19
'00:24:53.200';-105;15.32
'00:24:53.200';-122;25.75
'00:24:53.200';-141;25.91
'00:24:53.200';-155;23.96
'00:24:53.200';-164;26.21
'00:24:53.300';-171;28.37
'00:24:53.300';-177;28.61
'00:24:53.300';-180;26.74
'00:24:53.300';-179;22.67
'00:24:53.400';-175;15.65
'00:24:53.400';-168;13.72
'00:24:53.400';-159;11.32
'00:24:53.400';-148;11.59
'00:24:53.400';-137;12.61
'00:24:53.400';-130;13.58
'00:24:53.500';-122;12.31
'00:24:53.500';-117;9.35
'00:24:53.500';-113;7.01
'00:24:53.500';-110;4
'00:24:53.500';-105;4
'00:24:53.600';-99;4
'00:24:53.600';-95;4.22
'00:24:53.600';-91;3.39
'00:24:53.600';-87;5.28
'00:24:53.700';-83;17.36
'00:24:53.700';-81;85.51
'00:24:53.700';-78;5.76
'00:24:53.700';-76;-19.18
'00:24:53.700';-74;-18.27
'00:24:53.700';-72;-26.02
'00:24:53.800';-70;-22.69
'00:24:53.800';-70;-21.43
'00:24:53.800';-71;-20.15
'00:24:53.800';-70;-20.1
'00:24:53.800';-72;-19.57
'00:24:53.900';-72;-16.39
'00:24:53.900';-79;-6.64
'00:24:53.900';-90;7.43
'00:24:53.900';-107;14.45
'00:24:54.000';-126;10.73
'00:24:54.000';-143;4.04
'00:24:54.000';-155;1.87
'00:24:54.000';-162;6.22
'00:24:54.000';-168;8.9
'00:24:54.100';-172;6.41
'00:24:54.100';-173;3.83
'00:24:54.100';-175;0.32
'00:24:54.100';-172;-1.53
'00:24:54.100';-166;1.71
'00:24:54.200';-158;6.38
'00:24:54.200';-148;6.2
'00:24:54.200';-138;7.12
'00:24:54.200';-131;5.9
'00:24:54.200';-124;4.75
'00:24:54.300';-119;4.54
'00:24:54.300';-114;6.31
'00:24:54.300';-110;12.68
'00:24:54.300';-103;22.47
'00:24:54.300';-96;53.66
'00:24:54.400';-92;181.55
'00:24:54.400';-88;36.67
'00:24:54.400';-84;-63.5
'00:24:54.400';-83;-78.62
'00:24:54.400';-80;-77.47
'00:24:54.400';-77;-71.84
'00:24:54.500';-74;-64.87
'00:24:54.500';-73;-57.85
'00:24:54.500';-75;-51.27
'00:24:54.500';-73;-37.97
'00:24:54.600';-70;-28.85
'00:24:54.600';-68;-17.96
'00:24:54.600';-70;0.27
'00:24:54.600';-79;19.26
'00:24:54.600';-94;27.75
'00:24:54.600';-110;32.79
'00:24:54.700';-125;36.59
'00:24:54.700';-137;32.98
'00:24:54.700';-146;26.61
'00:24:54.700';-153;17.94
'00:24:54.800';-156;12.74
'00:24:54.800';-157;7.11
'00:24:54.800';-154;10.18
'00:24:54.800';-147;11.91
'00:24:54.800';-140;13.87
'00:24:54.800';-131;12.81
'00:24:54.900';-125;10.63
'00:24:54.900';-119;9
'00:24:54.900';-116;8.33
'00:24:54.900';-112;7.65
'00:24:55.000';-107;10.11
'00:24:55.000';-104;9.74
'00:24:55.000';-100;9.53
'00:24:55.000';-97;7.83
'00:24:55.000';-94;3.9
'00:24:55.000';-90;12.82
'00:24:55.100';-88;80.65
'00:24:55.100';-86;1.74
'00:24:55.100';-83;-33.04
'00:24:55.100';-79;-50.91
'00:24:55.200';-79;-18.47
'00:24:55.200';-77;-6.91
'00:24:55.200';-77;-4.32
'00:24:55.200';-77;-4.65
'00:24:55.200';-75;-5.11
'00:24:55.300';-74;-7.3
'00:24:55.300';-74;-1.89
'00:24:55.300';-78;6.45
'00:24:55.300';-87;17.5
'00:24:55.300';-101;25.32
'00:24:55.300';-117;20.45
'00:24:55.400';-135;9.36
'00:24:55.400';-148;2.94
'00:24:55.400';-160;-2.04
'00:24:55.400';-168;-5.1
'00:24:55.400';-170;-6.41
'00:24:55.500';-168;-5.16
'00:24:55.500';-169;-2.79
'00:24:55.500';-166;0.39
'00:24:55.500';-160;5.08
'00:24:55.600';-153;5.98
'00:24:55.600';-144;3.84
'00:24:55.600';-135;3.54
'00:24:55.600';-128;35.32
'00:24:55.600';-122;10.25
'00:24:55.600';-118;-17.54
'00:24:55.700';-114;-62.36
'00:24:55.700';-108;-26.76
'00:24:55.700';-104;-4.96
'00:24:55.700';-100;-1.99
'00:24:55.800';-98;-2.51
'00:24:55.800';-93;-3.76
'00:24:55.800';-90;-0.9
'00:24:55.800';-87;4.77
'00:24:55.800';-87;13.15
'00:24:55.900';-91;20.47
'00:24:55.900';-98;22.47
'00:24:55.900';-111;17.06
'00:24:55.900';-126;16.54
'00:24:55.900';-139;12.11
'00:24:55.900';-149;4.53
'00:24:56.000';-154;-2.85
'00:24:56.000';-157;-7.43
'00:24:56.000';-157;-6.2
'00:24:56.000';-154;-4.2
'00:24:56.000';-145;-3.02
'00:24:56.100';-137;-3.34
'00:24:56.100';-125;-2.45
'00:24:56.100';-117;-1.81
'00:24:56.100';-110;-2.1
'00:24:56.200';-104;-0.79
'00:24:56.200';-100;18.21
'00:24:56.200';-99;74.1
'00:24:56.200';-97;-2.75
'00:24:56.200';-95;-56.69
'00:24:56.200';-91;-94.06
'00:24:56.300';-87;-18.44
'00:24:56.300';-83;5.18
'00:24:56.300';-80;7.34
'00:24:56.300';-78;5.69
'00:24:56.300';-76;3.42
'00:24:56.400';-74;2.11
'00:24:56.400';-75;12.62
'00:24:56.400';-80;29.13
'00:24:56.400';-87;35.95
'00:24:56.500';-101;33.09
'00:24:56.500';-116;24.24
'00:24:56.500';-128;9.74
'00:24:56.500';-139;3.89
'00:24:56.500';-146;3.95
'00:24:56.600';-150;3.61
'00:24:56.600';-153;2.31
'00:24:56.600';-152;0.17
'00:24:56.600';-148;-2.91
'00:24:56.600';-141;-2.55
'00:24:56.600';-131;-2.99
'00:24:56.700';-122;-1.2
'00:24:56.700';-113;0.37
'00:24:56.700';-106;-1.32
'00:24:56.700';-100;16.73
'00:24:56.800';-97;78.17
'00:24:56.800';-93;-5.71
'00:24:56.800';-93;-54.71
'00:24:56.800';-91;-94.19
'00:24:56.800';-89;-22.03
'00:24:56.800';-86;11.8
'00:24:56.900';-83;16.01
'00:24:56.900';-82;12.69
'00:24:56.900';-80;10.49
'00:24:56.900';-78;7.03
'00:24:57.000';-78;11.32
'00:24:57.000';-82;19.49
'00:24:57.000';-90;29.32
'00:24:57.000';-103;32.16
'00:24:57.000';-118;25.02
'00:24:57.000';-132;11.45
'00:24:57.100';-140;0.67
'00:24:57.100';-147;-2.29
'00:24:57.100';-150;-4.56
'00:24:57.100';-151;-6.4
'00:24:57.200';-149;-7
'00:24:57.200';-145;-3.37
'00:24:57.200';-137;-0.02
'00:24:57.200';-128;-1.28
'00:24:57.200';-119;-1.18
'00:24:57.300';-110;-0.87
'00:24:57.300';-104;-0.67
'00:24:57.300';-100;-0.33
'00:24:57.300';-96;1.81
'00:24:57.300';-94;3.88
'00:24:57.400';-91;2.6
'00:24:57.400';-89;-1.05
'00:24:57.400';-87;16.77
'00:24:57.400';-85;78.69
'00:24:57.400';-81;-4.85
'00:24:57.500';-77;-41.07
'00:24:57.500';-75;-87.7
'00:24:57.500';-72;-28.75
'00:24:57.500';-70;-8.07
'00:24:57.500';-69;-2.79
'00:24:57.500';-67;-1.23
'00:24:57.600';-67;2.21
'00:24:57.600';-67;8.6
'00:24:57.600';-69;16.05
'00:24:57.600';-75;21.04
'00:24:57.700';-87;23.59
'00:24:57.700';-105;24.2
'00:24:57.700';-123;20.82
'00:24:57.700';-140;12.87
'00:24:57.700';-150;4.23
'00:24:57.700';-157;3.51
'00:24:57.800';-161;4.1
'00:24:57.800';-162;3.44
'00:24:57.800';-160;1.95
'00:24:57.800';-156;-0.12
'00:24:57.800';-147;-1.76
'00:24:57.900';-137;-2.5
'00:24:57.900';-128;-4.1
'00:24:57.900';-120;-1.28
'00:24:57.900';-114;1.05
'00:24:57.900';-110;2.54
'00:24:58.000';-106;2.7
'00:24:58.000';-104;0.93
'00:24:58.000';-102;14.44
'00:24:58.000';-98;70.94
'00:24:58.000';-94;-10.08
'00:24:58.100';-91;-39.7
'00:24:58.100';-88;-84.42
'00:24:58.100';-83;-17.67
'00:24:58.100';-80;5.87
'00:24:58.200';-78;6.73
'00:24:58.200';-76;5.02
'00:24:58.200';-74;3.08
'00:24:58.200';-73;2.68
'00:24:58.200';-72;9.43
'00:24:58.200';-75;22.96
'00:24:58.300';-84;32.06
'00:24:58.300';-96;28.37
'00:24:58.300';-110;21.76
'00:24:58.300';-123;9.56
'00:24:58.400';-132;-4.82
'00:24:58.400';-141;-7.64
'00:24:58.400';-145;-3.41
'00:24:58.400';-149;-0.83
'00:24:58.400';-149;0.37
'00:24:58.500';-145;-0.11
'00:24:58.500';-140;-1.8
'00:24:58.500';-131;-3.42
'00:24:58.500';-123;-6.83
'00:24:58.500';-114;-6.5
'00:24:58.500';-108;-0.02
'00:24:58.600';-103;6.81
'00:24:58.600';-99;9.07
'00:24:58.600';-96;6.87
'00:24:58.600';-95;1
'00:24:58.600';-92;-2.97
'00:24:58.700';-88;-6.75
'00:24:58.700';-85;-6.87
'00:24:58.700';-82;2.69
'00:24:58.700';-83;11.28
'00:24:58.700';-80;13.46
'00:24:58.800';-77;10.13
'00:24:58.800';-74;4.38
'00:24:58.800';-72;-2.35
'00:24:58.800';-72;-7.03
'00:24:58.800';-72;-8.02
'00:24:58.900';-71;3.25
'00:24:58.900';-71;12.11
'00:24:58.900';-70;12.04
'00:24:58.900';-69;10.14
'00:24:58.900';-70;4.67
'00:24:59.000';-68;1.97
'00:24:59.000';-69;5.4
'00:24:59.000';-70;64.41
'00:24:59.000';-68;32.1
'00:24:59.000';-68;-12.19
'00:24:59.100';-68;-61.56
'00:24:59.100';-68;-50.85
'00:24:59.100';-69;-21.34
'00:24:59.100';-68;-6.2
'00:24:59.100';-68;-4.67
'00:24:59.200';-69;1.15
'00:24:59.200';-71;7.71
'00:24:59.200';-72;10.56
'00:24:59.200';-78;13.01
'00:24:59.300';-91;16.71
'00:24:59.300';-109;20.78
'00:24:59.300';-128;19.05
'00:24:59.300';-146;17.87
'00:24:59.300';-160;15.23
'00:24:59.300';-167;11.02
'00:24:59.300';-173;6.58
'00:24:59.400';-176;3.02
'00:24:59.400';-177;-3.33
'00:24:59.400';-177;-8.88
'00:24:59.500';-175;-5.83
'00:24:59.500';-171;-3.65
'00:24:59.500';-162;-2.99
'00:24:59.500';-153;-2.36
'00:24:59.500';-143;-2.81
'00:24:59.500';-136;-2.86
'00:24:59.600';-130;-1.89
'00:24:59.600';-126;1.05
'00:24:59.600';-121;6.18
'00:24:59.600';-115;15.78
'00:24:59.600';-113;34.69
'00:24:59.700';-108;64.84
'00:24:59.700';-105;99.66
'00:24:59.700';-102;103.18
'00:24:59.700';-100;53.09
'00:24:59.700';-97;-22.39
'00:24:59.800';-92;-67.61
'00:24:59.800';-89;-91.58
'00:24:59.800';-87;-97.25
'00:24:59.800';-85;-94.25
'00:24:59.800';-82;-90.41
'00:24:59.900';-81;-85.63
'00:24:59.900';-79;-77.58
'00:24:59.900';-78;-50.79
'00:24:59.900';-78;-24.97
'00:24:59.900';-79;-3.43
'00:25:00.000';-82;25.2
'00:25:00.000';-89;52.45
'00:25:00.000';-101;53.66
'00:25:00.000';-115;49.09
'00:25:00.000';-128;38.92
'00:25:00.100';-137;44.97
'00:25:00.100';-141;44.44
'00:25:00.100';-143;41.28
'00:25:00.100';-145;35.04
'00:25:00.200';-144;26.89
'00:25:00.200';-139;21.26
'00:25:00.200';-130;15.81
'00:25:00.200';-121;19.54
'00:25:00.200';-113;22.58
'00:25:00.300';-104;21.89
'00:25:00.300';-101;19.91
'00:25:00.300';-100;15.42
'00:25:00.300';-98;9.02
'00:25:00.300';-98;2.77
'00:25:00.400';-96;8.23
'00:25:00.400';-95;12.26
'00:25:00.400';-93;13.1
'00:25:00.400';-90;11.62
'00:25:00.400';-88;8.72
'00:25:00.400';-85;4.97
'00:25:00.500';-82;-1.06
'00:25:00.500';-82;52.38
'00:25:00.500';-81;79.39
'00:25:00.500';-80;43.18
'00:25:00.500';-79;-8.3
'00:25:00.600';-80;-42.3
'00:25:00.600';-79;-44.49
'00:25:00.600';-79;-44.75
'00:25:00.600';-77;-42.4
'00:25:00.600';-77;-35.63
'00:25:00.600';-75;-27.13
'00:25:00.700';-76;-21.29
'00:25:00.700';-77;-18.45
'00:25:00.700';-85;-14.64
'00:25:00.700';-97;-4.81
'00:25:00.800';-113;5.1
'00:25:00.800';-130;5.04
'00:25:00.800';-145;6.17
'00:25:00.800';-157;8.76
'00:25:00.900';-165;11.82
'00:25:00.900';-171;14.32
'00:25:00.900';-175;14.59
'00:25:00.900';-176;12.63
'00:25:00.900';-176;8.46
'00:25:00.900';-171;-0.71
'00:25:01.000';-166;-2.02
'00:25:01.000';-159;1.29
'00:25:01.000';-148;3.3
'00:25:01.000';-139;4.34
'00:25:01.000';-131;4.89
'00:25:01.100';-126;3.81
'00:25:01.100';-121;1.36
'00:25:01.100';-117;2.95
'00:25:01.100';-113;6.65
'00:25:01.200';-108;21.25
'00:25:01.200';-104;43.25
'00:25:01.200';-99;83.05
'00:25:01.200';-95;117.67
'00:25:01.200';-91;173.89
'00:25:01.200';-89;53.69
'00:25:01.300';-87;-93.57
'00:25:01.300';-86;-117.47
'00:25:01.300';-83;-113.26
'00:25:01.300';-82;-106.06
'00:25:01.300';-80;-98.77
'00:25:01.400';-79;-92.71
'00:25:01.400';-78;-85.32
'00:25:01.400';-76;-73.36
'00:25:01.400';-74;-55.92
'00:25:01.400';-75;-39.78
'00:25:01.500';-80;-16.88
'00:25:01.500';-90;21.99
'00:25:01.500';-106;48.32
'00:25:01.500';-120;51.95
'00:25:01.500';-134;54.64
'00:25:01.600';-146;53.91
'00:25:01.600';-155;51.89
'00:25:01.600';-160;48.41
'00:25:01.600';-161;42.89
'00:25:01.700';-158;35.09
'00:25:01.700';-153;25.53
'00:25:01.700';-146;17.98
'00:25:01.700';-139;23.17
'00:25:01.700';-134;34.58
'00:25:01.700';-126;42.34
'00:25:01.700';-120;66.64
'00:25:01.800';-114;103.7
'00:25:01.800';-107;134.98
'00:25:01.800';-103;80.75
'00:25:01.800';-100;12.91
'00:25:01.800';-99;-47.15
'00:25:01.900';-97;-93.3
'00:25:01.900';-94;-115.89
'00:25:01.900';-91;-111.43
'00:25:01.900';-87;-101.37
'00:25:02.000';-84;-95.67
'00:25:02.000';-80;-93.15
'00:25:02.000';-78;-88.21
'00:25:02.000';-76;-77.96
'00:25:02.000';-75;-53.33
'00:25:02.000';-76;-4.07
'00:25:02.100';-80;43.61
'00:25:02.100';-90;66.86
'00:25:02.100';-102;63.16
'00:25:02.100';-115;55.12
'00:25:02.200';-127;52.19
'00:25:02.200';-133;49.32
'00:25:02.200';-136;45.32
'00:25:02.200';-136;40.65
'00:25:02.200';-134;33.15
'00:25:02.200';-128;30.86
'00:25:02.300';-121;27.42
'00:25:02.300';-114;23.28
'00:25:02.300';-106;16.71
'00:25:02.300';-101;11.06
'00:25:02.300';-96;6.85
'00:25:02.400';-94;6.92
'00:25:02.400';-93;16.19
'00:25:02.400';-91;90.15
'00:25:02.400';-90;20.73
'00:25:02.400';-89;-32.24
'00:25:02.500';-89;-85.4
'00:25:02.500';-86;-45.46
'00:25:02.500';-86;-11.08
'00:25:02.500';-84;-3.72
'00:25:02.500';-82;-0.86
'00:25:02.600';-81;0.49
'00:25:02.600';-80;3.71
'00:25:02.600';-79;5.88
'00:25:02.600';-81;10.18
'00:25:02.600';-87;15.49
'00:25:02.700';-98;19.7
'00:25:02.700';-113;16.5
'00:25:02.700';-129;9.17
'00:25:02.700';-141;-1.19
'00:25:02.800';-150;-5.36
'00:25:02.800';-157;-1.12
'00:25:02.800';-159;-0.58
'00:25:02.800';-159;-1.42
'00:25:02.900';-157;-2.2
'00:25:02.900';-152;-4.35
'00:25:02.900';-146;-5.88
'00:25:02.900';-138;-5.92
'00:25:02.900';-130;-2.47
'00:25:02.900';-125;-0.44
'00:25:02.900';-121;3.01
'00:25:03.000';-116;0.93
'00:25:03.000';-113;-0.96
'00:25:03.000';-111;-1.71
'00:25:03.000';-107;-1.8
'00:25:03.100';-103;32.32
'00:25:03.100';-101;22.65
'00:25:03.100';-98;-8.32
'00:25:03.100';-94;-55.39
'00:25:03.100';-91;-50.83
'00:25:03.100';-90;-21.51
'00:25:03.200';-89;-8.67
'00:25:03.200';-87;-5.53
'00:25:03.200';-86;1.69
'00:25:03.200';-85;8.45
'00:25:03.300';-83;13.16
'00:25:03.300';-85;18.64
