Time;Pleth;II
hh:mm:ss.000';mV';mV'
 00:50:02.831 ;119;26.23
 00:50:02.878 ;96;15.93
 00:50:02.878 ;75;17.18
 00:50:02.925 ;57;15.84
 00:50:02.925 ;39;22.32
 00:50:02.925 ;24;22.66
 00:50:02.972 ;11;26.27
 00:50:02.972 ;-1;30.72
 00:50:03.019 ;-12;32.7
 00:50:03.019 ;-21;34.81
 00:50:03.066 ;-30;25.8
 00:50:03.066 ;-37;29.84
 00:50:03.066 ;-44;28.45
 00:50:03.113 ;-50;10.1
 00:50:03.113 ;-56;16.24
 00:50:03.150 ;-63;16.67
 00:50:03.150 ;-68;3.92
 00:50:03.202 ;-72;2.72
 00:50:03.202 ;-75;3.69
 00:50:03.202 ;-79;2.77
 00:50:03.235 ;-83;4.36
 00:50:03.269 ;-85;-2.08
 00:50:03.269 ;-87;6.78
 00:50:03.318 ;-87;-5.83
 00:50:03.318 ;-90;-8.53
 00:50:03.352 ;-91;-9.23
 00:50:03.352 ;-93;-19.78
 00:50:03.386 ;-94;-24.59
 00:50:03.386 ;-97;-13.97
 00:50:03.419 ;-99;-8.48
 00:50:03.466 ;-100;-5
 00:50:03.466 ;-100;-15.33
 00:50:03.466 ;-99;-6.13
 00:50:03.502 ;-99;-24.15
 00:50:03.548 ;-100;-13.45
 00:50:03.548 ;-98;-10.6
 00:50:03.548 ;-99;-9.35
 00:50:03.598 ;-100;-16.38
 00:50:03.598 ;-102;-14.11
 00:50:03.633 ;-103;4.32
 00:50:03.633 ;-105;-16.73
 00:50:03.684 ;-108;7.39
 00:50:03.684 ;-109;1.78
 00:50:03.719 ;-110;0.2
 00:50:03.719 ;-109;19.9
 00:50:03.767 ;-109;26.32
 00:50:03.767 ;-108;27.28
 00:50:03.767 ;-108;36.4
 00:50:03.801 ;-110;36.17
 00:50:03.835 ;-110;43.53
 00:50:03.835 ;-111;35.9
 00:50:03.868 ;-111;35.95
 00:50:03.868 ;-111;31.62
 00:50:03.902 ;-112;21.59
 00:50:03.935 ;-112;8.83
 00:50:03.935 ;-113;3.08
 00:50:03.986 ;-112;-3.02
 00:50:03.986 ;-113;-12.68
 00:50:03.986 ;-110;-6.27
 00:50:04.036 ;-110;7.18
 00:50:04.036 ;-108;-6.69
 00:50:04.082 ;-107;0.48
 00:50:04.082 ;-107;-9.68
 00:50:04.082 ;-108;-24.02
 00:50:04.118 ;-109;-20.65
 00:50:04.167 ;-111;-11.78
 00:50:04.167 ;-108;0.88
 00:50:04.167 ;-107;13.94
 00:50:04.204 ;-109;33.82
 00:50:04.204 ;-107;18.7
 00:50:04.253 ;-106;25.82
 00:50:04.253 ;-107;16.58
 00:50:04.300 ;-108;18.64
 00:50:04.300 ;-108;25.94
 00:50:04.300 ;-107;23.81
 00:50:04.336 ;-106;18.3
 00:50:04.383 ;-107;22.61
 00:50:04.383 ;-106;33.37
 00:50:04.383 ;-109;45.93
 00:50:04.417 ;-109;27.1
 00:50:04.451 ;-109;7.67
 00:50:04.451 ;-108;20.26
 00:50:04.483 ;-107;6.79
 00:50:04.483 ;-106;-7.77
 00:50:04.519 ;-105;-15.4
 00:50:04.553 ;-105;-21.66
 00:50:04.553 ;-105;-17.46
 00:50:04.603 ;-106;-8.86
 00:50:04.603 ;-105;-18.71
 00:50:04.652 ;-107;-17.67
 00:50:04.652 ;-105;0.52
 00:50:04.652 ;-105;-7.44
 00:50:04.703 ;-104;-7.18
 00:50:04.703 ;-105;-1.73
 00:50:04.703 ;-108;-1.86
 00:50:04.753 ;-109;5.04
 00:50:04.753 ;-110;4.52
 00:50:04.801 ;-111;3.97
 00:50:04.801 ;-111;5.73
 00:50:04.801 ;-110;-1.2
 00:50:04.834 ;-110;-3.61
 00:50:04.870 ;-109;6.89
 00:50:04.870 ;-108;10.53
 00:50:04.919 ;-108;11.74
 00:50:04.919 ;-108;13.74
 00:50:04.954 ;-110;10.9
 00:50:04.954 ;-113;16.85
 00:50:05.003 ;-112;22.39
